datafile,sample_name,sample_rep,measure_rep,solution,hystarid,is_qc,is_srfa,count_shield,mean_shield,std_shield,min_shield,25%_shield,50%_shield,75%_shield,max_shield,count_capillary,isotope_delta_error_mean,isotope_delta_error_std,n_iso_used,n_missing_parents,organic_count,inorganic_count,organic_ratio,c13_count,cl37_count,c13_ratio,qc_assign_rms,qc_total_assign,qc_total_CHO,qc_pc_assign,qc_pc_CHO,qc_mass_median,qc_mass_skew,qc_mass_kurt,qc_SN_median,qc_wa_OC,qc_wa_HC,qc_wa_mz,qc_wa_AIMod,qc_wa_NOSC,tic,baseline_noise,baseline_noise_std,peaks,cal_points,cal_rms,raw_error_median,raw_error_stdev,original_masscalcoef_A,original_masscalcoef_B,original_masscalcoef_C,resolving_power_peaks_removed
CRESS_Set_2_09C_r1_30_1_31987.d,61875_3_BTM,3,r1,0.5M HCl,31987,FALSE,FALSE,828,93.00509644,1.913582206,81.30899811,92.56199646,93.18699646,93.81199646,98.81300354,829,9.85E-07,3.95E-05,208,0,2523,588,4.290816327,348,327,1.064220183,0.086372289,1960,1444,62.53988513,46.07530313,427.6588432,0.017432949,0.140799515,15.0170145,0.598761857,1.128030084,409.4477647,0.283326587,0.094920959,445005053.3,403428.9278,186787.5936,3115,290,0.035529718,0.748342259,0.065580621,215005950.8,-21.74778019,-11513.90853,140
CRESS_Set_2_09C_r2_30_1_31998.d,61875_3_BTM,3,r2,0.5M HCl,31998,FALSE,FALSE,832,91.54534149,1.463968277,80.05899811,90.68599701,91.31199646,92.56199646,99.43900299,833,2.16E-06,3.82E-05,245,0,2931,632,4.637658228,427,367,1.163487738,0.089020797,2226,1565,62.02284759,43.60546113,431.0364834,-0.085252356,-0.095788172,15.11407,0.599814199,1.126178575,410.4218663,0.283874151,0.101162046,447297914.5,404935.5746,187485.1711,3562,308,0.034334928,0.756612114,0.056855744,215005950.8,-21.74778019,-11513.90853,172
CRESS_Set_2_10B_r1_7_1_31976.d,61798_1_TOP,1,r1,H2O,31976,FALSE,FALSE,828,93.94135284,2.124413252,81.30899811,93.18699646,94.43699646,95.06300354,98.18800354,829,-2.26E-06,2.88E-05,49,0,2611,548,4.76459854,307,431,0.712296984,0.082091179,1730,1164,54.07939981,36.38637074,374.033899,0.317404772,0.435358445,14.01992769,0.49302184,1.267925307,350.8155459,0.257251148,-0.238267211,444252904.7,429359.8431,198793.6074,3194,286,0.033543458,0.771516117,0.052429799,215005950.8,-21.74778019,-11513.90853,140
CRESS_Set_2_10B_r2_7_1_32000.d,61798_1_TOP,1,r2,H2O,32000,FALSE,FALSE,830,92.63872528,1.727913857,78.80899811,91.93699646,92.56199646,93.81199646,96.31300354,830,3.98E-06,3.15E-05,57,0,2759,587,4.700170358,333,451,0.738359202,0.087729584,1857,1222,54.81109799,36.06847698,375.2027079,0.419820856,0.698897119,13.70030775,0.493705741,1.270872244,353.5012306,0.255307659,-0.238829776,444022820.6,401238.3265,185773.3452,3383,286,0.032166858,0.763230394,0.05181212,215005950.8,-21.74778019,-11513.90853,160
CRESS_Set_2_10C_r1_31_1_31982.d,61798_1_TOP,1,r1,0.5M HCl,31982,FALSE,FALSE,832,93.70474243,2.04598093,80.68399811,93.18699646,93.81199646,94.43699646,99.43900299,832,2.12E-06,3.39E-05,20,0,1876,752,2.494680851,162,453,0.357615894,0.086553415,1314,938,48.88392857,34.89583333,379.0491487,0.571912258,1.082347407,13.67737451,0.532130751,1.205085677,361.631898,0.287864669,-0.094941954,442982344.9,402962.159,186571.4796,2679,208,0.03787902,0.762771384,0.053650198,215005950.8,-21.74778019,-11513.90853,116
CRESS_Set_2_10C_r2_31_1_32002.d,61798_1_TOP,1,r2,0.5M HCl,32002,FALSE,FALSE,829,92.3666153,2.209579229,78.80899811,91.93699646,92.56199646,93.18699646,99.43900299,830,8.99E-06,1.04E-05,3,0,890,496,1.794354839,51,285,0.178947368,0.089591068,651,538,45.39748954,37.51743375,357.1921926,1.015776088,2.347769741,12.81815502,0.537908424,1.204605359,350.1316234,0.288241568,-0.09156115,436358247,424020.6161,196321.5452,1431,112,0.038993576,0.742662382,0.057955822,215005950.8,-21.74778019,-11513.90853,38
CRESS_Set_2_11B_r1_8_1_31966.d,61798_1_TOP,2,r1,H2O,31966,FALSE,FALSE,831,91.78781128,2.398031235,78.18299866,91.31199646,91.93699646,93.18699646,98.18800354,832,-1.02E-06,3.43E-05,411,0,5521,792,6.970959596,1148,850,1.350588235,0.086822816,3568,2064,56.10062893,32.45283019,386.0848587,0.229347597,-0.353876036,15.38059737,0.487973059,1.297552174,357.2668276,0.239284089,-0.264915378,460043246.7,402304.2927,186266.8875,6341,436,0.053460677,0.770704059,0.167728651,215005950.8,-21.74778019,-11513.90853,462
CRESS_Set_2_11B_r2_8_1_32014.d,61798_1_TOP,2,r2,H2O,32014,FALSE,FALSE,828,91.49435425,2.593133688,77.55799866,91.31199646,91.93699646,92.56199646,97.56300354,829,-6.44E-07,3.44E-05,553,0,6774,925,7.323243243,1518,1079,1.406858202,0.086427231,4326,2420,55.80495356,31.21775026,396.0980077,0.174566631,-0.467666121,16.61838185,0.488856016,1.294051693,363.5309792,0.240442476,-0.255324734,469601216.8,405594.2219,187790.1247,7721,484,0.055120648,0.801608159,0.220156967,215005950.8,-21.74778019,-11513.90853,601
CRESS_Set_2_11C_r1_32_1_31963.d,61798_1_TOP,2,r1,0.5M HCl,31963,FALSE,FALSE,828,89.24433899,3.129481077,73.80699921,88.81099701,90.06099701,91.31199646,93.18699646,829,-4.45E-06,5.00E-06,2,0,431,409,1.053789731,21,201,0.104477612,0.095556702,328,270,37.31513083,30.71672355,331.158275,1.72665907,3.004906796,10.83726363,0.53229649,1.21190822,347.7487665,0.286284693,-0.111598235,432729306.5,398005.995,184276.7757,876,48,0.045331643,0.71789729,0.067117677,215005950.8,-21.74778019,-11513.90853,26
CRESS_Set_2_11C_r2_32_1_32003.d,61798_1_TOP,2,r2,0.5M HCl,32003,FALSE,FALSE,828,89.85280609,2.073739529,76.30799866,89.43599701,90.06099701,90.68599701,95.06300354,829,4.68E-06,1.82E-05,9,0,1129,601,1.878535774,68,320,0.2125,0.08950924,801,650,45.10135135,36.5990991,359.098658,0.908907236,2.032317278,13.53852443,0.528669634,1.22022816,351.0596061,0.28103631,-0.12479021,437683631.9,401254.7628,185780.9552,1771,148,0.04279946,0.761902899,0.068489365,215005950.8,-21.74778019,-11513.90853,66
CRESS_Set_2_12B_r1_9_1_31975.d,61798_1_TOP,3,r1,H2O,31975,FALSE,FALSE,830,94.00813293,3.391132832,75.68299866,93.81199646,95.06300354,95.68800354,100.689003,831,-1.30E-06,3.32E-05,532,0,6510,764,8.520942408,1419,896,1.583705357,0.086544227,4308,2437,58.88463641,33.31055221,401.1916974,0.118981109,-0.544894751,16.13066712,0.500476946,1.256841054,369.0185768,0.255879894,-0.196499327,465470496.2,412904.3936,191174.7342,7292,442,0.031017444,0.808271087,0.055075166,215005950.8,-21.74778019,-11513.90853,541
CRESS_Set_2_12B_r2_9_1_32010.d,61798_1_TOP,3,r2,H2O,32010,FALSE,FALSE,828,93.25724792,1.911086798,79.43399811,92.56199646,93.18699646,94.43699646,97.56300354,829,1.51E-06,3.20E-05,346,0,4899,611,8.018003273,953,658,1.448328267,0.085913272,3274,1989,59.03353768,35.86368554,390.1590736,0.109471491,-0.482502438,14.97913177,0.503568435,1.250325346,362.2197958,0.259868824,-0.188930688,454804251.6,418715.8574,193865.442,5536,387,0.031955002,0.783904892,0.056177656,215005950.8,-21.74778019,-11513.90853,335
CRESS_Set_2_12C_r1_33_1_31942.d,61798_1_TOP,3,r1,0.5M HCl,31942,FALSE,FALSE,829,89.43753815,2.022652388,78.80899811,88.81099701,89.43599701,90.68599701,95.06300354,830,-5.57E-06,3.77E-05,9,0,1221,555,2.2,85,315,0.26984127,0.094841724,873,665,47.65283843,36.29912664,366.0468005,0.923479645,1.854047024,12.70541427,0.524927724,1.223477649,356.4926603,0.276419827,-0.127480009,437500540.2,387964.0565,179627.3581,1827,148,0.045983691,0.372044572,0.064030317,215005950.8,-21.74778019,-11513.90853,104
CRESS_Set_2_12C_r2_33_1_31989.d,61798_1_TOP,3,r2,0.5M HCl,31989,FALSE,FALSE,832,92.58822632,2.181314945,79.43399811,91.93699646,92.56199646,93.81199646,100.064003,833,9.67E-07,1.67E-05,14,0,1710,616,2.775974026,140,380,0.368421053,0.08657708,1185,870,49.97891185,36.69337832,375.1088632,0.517134355,0.939950716,13.88284192,0.527064458,1.217813354,357.5003028,0.281247115,-0.115975879,439737668.6,407711.8169,188770.5712,2364,187,0.033331362,0.757091464,0.055601279,215005950.8,-21.74778019,-11513.90853,100
CRESS_Set_2_13B_r1_10_1_31941.d,61803_4_BTM,1,r1,H2O,31941,FALSE,FALSE,830,91.49843597,1.719028354,80.05899811,90.68599701,91.93699646,92.56199646,96.93800354,831,-5.96E-07,3.59E-05,233,0,2929,678,4.320058997,480,505,0.95049505,0.083601862,1971,1645,54,45.06849315,401.201169,0.120703614,-0.408527098,16.1545002,0.546550298,1.165585362,373.4521216,0.294019791,-0.056575043,447151273,421878.7123,195329.8438,3643,356,0.031919006,0.342830532,0.058934241,215005950.8,-21.74778019,-11513.90853,143
CRESS_Set_2_13B_r2_10_1_32034.d,61803_4_BTM,1,r2,H2O,32034,FALSE,FALSE,831,92.93729401,1.548883438,82.55899811,92.56199646,93.18699646,93.81199646,100.064003,832,2.50E-06,3.46E-05,380,0,3871,632,6.125,732,547,1.33820841,0.083769873,2606,2050,57.43883624,45.18404232,411.0814627,0.122387826,-0.463573195,15.98195053,0.549471561,1.154678842,380.8344117,0.29849662,-0.03705156,452420348.6,417836.3686,193458.2387,4527,414,0.030790517,0.817562219,0.055991394,215005950.8,-21.74778019,-11513.90853,201
CRESS_Set_2_13C_r1_34_1_31950.d,61803_4_BTM,1,r1,0.5M HCl,31950,FALSE,FALSE,831,92.13460541,1.96034658,80.68399811,91.31199646,92.56199646,93.18699646,97.56300354,832,-6.97E-06,4.48E-05,63,0,1730,557,3.105924596,180,325,0.553846154,0.087193227,1251,1125,54.15584416,48.7012987,411.1662946,0.09795071,-0.447626336,15.94365979,0.600160307,1.087574077,394.2206889,0.322500565,0.12466404,440865380.6,398188.3029,184361.1842,2303,259,0.038436996,0.57287884,0.062661606,215005950.8,-21.74778019,-11513.90853,104
CRESS_Set_2_13C_r2_34_1_32035.d,61803_4_BTM,1,r2,0.5M HCl,32035,FALSE,FALSE,828,92.62536621,1.366090417,81.30899811,91.93699646,92.56199646,93.18699646,98.81300354,829,-5.84E-06,3.36E-05,25,0,1318,481,2.74012474,101,247,0.408906883,0.082766106,1008,925,55.35420099,50.79626579,403.1430942,0.173534879,-0.407252547,15.16797268,0.607667724,1.068884756,392.8081166,0.332251859,0.156212033,439013898.5,408891.5695,189316.7967,1819,222,0.043915977,0.81729479,0.066337726,215005950.8,-21.74778019,-11513.90853,63
CRESS_Set_2_14B_r1_11_1_31964.d,61803_4_BTM,2,r1,H2O,31964,FALSE,FALSE,828,91.57888031,3.076183081,76.30799866,91.31199646,92.56199646,93.18699646,96.31300354,829,-4.45E-06,3.39E-05,106,0,2328,514,4.529182879,306,355,0.861971831,0.086470127,1593,1344,55.35093815,46.69909659,399.2391376,0.213623059,-0.121314549,15.71647095,0.539407101,1.206332605,372.8935314,0.271454182,-0.114233642,442198972.2,400602.1361,185478.789,2873,322,0.035771028,0.730070294,0.059681925,215005950.8,-21.74778019,-11513.90853,114
CRESS_Set_2_14B_r2_11_1_32032.d,61803_4_BTM,2,r2,H2O,32032,FALSE,FALSE,828,88.17897034,3.099923849,76.93299866,85.68499756,89.43599701,90.68599701,95.68800354,829,2.82E-06,3.46E-05,92,0,2166,463,4.678185745,277,319,0.868338558,0.083431919,1490,1286,55.95193391,48.29140068,397.205278,0.217897582,-0.103447997,15.8336298,0.540588631,1.200706159,371.8576391,0.27395257,-0.107693108,441861872.1,416844.1217,192998.8283,2660,307,0.031388451,0.777455102,0.051214775,215005950.8,-21.74778019,-11513.90853,123
CRESS_Set_2_14C_r1_35_1_31959.d,61803_4_BTM,2,r1,0.5M HCl,31959,FALSE,FALSE,829,90.97608948,2.153860092,78.80899811,90.68599701,91.31199646,91.93699646,98.18800354,830,-5.29E-07,3.93E-05,203,0,2615,691,3.784370478,387,441,0.87755102,0.08428845,1833,1576,54.79820628,47.11509716,421.0415479,0.115789086,-0.359168915,16.19993014,0.59203372,1.101254142,397.9207233,0.314707458,0.096288897,449177991.2,428272.6519,198290.2379,3332,324,0.035466329,0.709968988,0.06228384,215005950.8,-21.74778019,-11513.90853,132
CRESS_Set_2_14C_r2_35_1_31997.d,61803_4_BTM,2,r2,0.5M HCl,31997,FALSE,FALSE,829,89.94059753,2.398625851,75.68299866,89.43599701,90.06099701,91.31199646,95.06300354,830,4.66E-07,3.78E-05,63,0,1661,515,3.225242718,165,279,0.591397849,0.081415316,1232,1118,55.74660633,50.58823529,407.1168843,0.233427012,-0.210961994,16.2247853,0.596567797,1.084913699,391.6960023,0.325362953,0.119351634,442041125.6,422061.7805,195414.6044,2203,262,0.033292838,0.751741156,0.057431326,215005950.8,-21.74778019,-11513.90853,107
CRESS_Set_2_15B_r1_12_1_31973.d,61803_4_BTM,3,r1,H2O,31973,FALSE,FALSE,827,91.48698425,3.553403378,76.93299866,91.31199646,92.56199646,93.18699646,96.93800354,828,3.31E-06,3.74E-05,222,0,3011,568,5.301056338,458,431,1.062645012,0.086561486,2033,1719,56.33139374,47.63092269,405.1194194,0.152091724,-0.320135195,16.07837411,0.540299225,1.188694723,377.5878645,0.280343059,-0.093470053,446713877.4,401110.8001,185714.3005,3602,370,0.035714702,0.761295254,0.056362331,215005950.8,-21.74778019,-11513.90853,183
CRESS_Set_2_15B_r2_12_1_32009.d,61803_4_BTM,3,r2,H2O,32009,FALSE,FALSE,832,91.58365631,2.316745281,76.93299866,91.31199646,91.93699646,92.56199646,100.064003,833,-4.62E-06,3.78E-05,123,0,2305,493,4.675456389,286,334,0.856287425,0.081911823,1586,1397,56.26108549,49.55658035,399.0830196,0.190151616,-0.183141156,16.05975953,0.541892503,1.182360004,372.9728436,0.284305965,-0.086911644,443150973.1,413522.4603,191460.8991,2813,329,0.033911799,0.757387374,0.060560972,215005950.8,-21.74778019,-11513.90853,114
CRESS_Set_2_15C_r1_36_1_31968.d,61803_4_BTM,3,r1,0.5M HCl,31968,FALSE,FALSE,828,93.54040527,2.126140118,79.43399811,93.18699646,93.81199646,94.43699646,98.18800354,829,4.60E-06,4.20E-05,129,0,2081,579,3.594127807,259,352,0.735795455,0.086746804,1506,1329,56.00595017,49.42357754,413.2001915,0.143811043,-0.3172104,16.21599489,0.600113968,1.082522462,395.107242,0.32522361,0.129909265,444645535.6,410978.9137,190283.237,2682,292,0.033307348,0.746624438,0.054320335,215005950.8,-21.74778019,-11513.90853,114
CRESS_Set_2_15C_r2_36_1_32025.d,61803_4_BTM,3,r2,0.5M HCl,32025,FALSE,FALSE,830,92.71028137,2.031937599,78.18299866,91.93699646,93.18699646,93.81199646,98.18800354,831,3.08E-06,3.32E-05,44,0,1423,472,3.014830508,118,244,0.483606557,0.083626212,1079,989,56.13943809,51.45681582,403.1037767,0.345761054,0.023956809,16.02193992,0.610343619,1.060388904,391.1684976,0.336795386,0.170497592,439771817.1,400918.9244,185625.462,1918,231,0.037035739,0.747018028,0.06145052,215005950.8,-21.74778019,-11513.90853,86
CRESS_Set_2_16B_r1_13_1_31949.d,62049_1_TOP,1,r1,H2O,31949,FALSE,FALSE,831,91.04231262,3.063522816,78.18299866,90.68599701,91.93699646,92.56199646,97.56300354,832,7.08E-07,3.86E-05,534,0,6474,852,7.598591549,1477,1087,1.358785649,0.093627429,3913,2485,52.93560606,33.61742424,434.0367361,0.012927822,-0.349760217,16.13966431,0.500447151,1.39289626,398.9710555,0.171803749,-0.351621304,468289997.7,403955.5061,187031.3993,7360,431,0.036305634,0.587663829,0.066122608,215005950.8,-21.74778019,-11513.90853,495
CRESS_Set_2_16B_r2_13_1_31996.d,62049_1_TOP,1,r2,H2O,31996,FALSE,FALSE,828,91.88623047,2.017313957,80.05899811,91.31199646,91.93699646,93.18699646,96.93800354,829,1.10E-06,3.70E-05,660,0,7451,890,8.371910112,1792,1263,1.418844022,0.091449759,4486,2767,53.29056783,32.87004039,441.1280162,0.029156233,-0.368133518,16.35298467,0.499841373,1.387935224,402.9538742,0.173929448,-0.345551062,477967776.1,414408.2706,191871.0293,8376,511,0.051255783,0.807174631,0.112742824,215005950.8,-21.74778019,-11513.90853,609
CRESS_Set_2_16C_r1_37_1_31986.d,62049_1_TOP,1,r1,0.5M HCl,31986,FALSE,FALSE,828,93.77219391,2.530123472,76.93299866,93.18699646,94.43699646,95.06300354,98.81300354,829,6.84E-06,1.86E-05,4,0,706,446,1.582959641,27,211,0.127962085,0.099607488,549,495,46.44670051,41.87817259,387.2027217,0.6403127,0.926128278,11.70152783,0.588360011,1.15510118,387.092781,0.287024788,0.04365486,434221380.1,395117.7751,182939.5299,1179,82,0.044654159,0.738137041,0.071699627,215005950.8,-21.74778019,-11513.90853,43
CRESS_Set_2_16C_r2_37_1_32001.d,62049_1_TOP,1,r2,0.5M HCl,32001,FALSE,FALSE,827,92.90887451,1.69438839,81.93399811,92.24949646,93.18699646,93.81199646,96.93800354,828,1.98E-07,1.30E-05,5,0,865,462,1.872294372,38,230,0.165217391,0.091389582,664,596,49.14877868,44.11547002,395.080434,0.255584942,-0.101472143,12.41538526,0.581674464,1.174086375,386.6940313,0.276601431,0.011740385,436031834.1,415592.4856,192419.3208,1351,107,0.043493944,0.727491313,0.060943294,215005950.8,-21.74778019,-11513.90853,40
CRESS_Set_2_17B_r1_14_1_31945.d,62049_1_TOP,2,r1,H2O,31945,FALSE,FALSE,829,87.44691467,2.190455198,76.30799866,86.93599701,87.56099701,88.81099701,91.31199646,830,3.88E-06,3.97E-05,657,0,7048,813,8.669126691,1695,1135,1.49339207,0.090499309,4315,2741,54.5305194,34.63920131,438.0761195,-0.044020146,-0.518484311,16.57093627,0.502976675,1.38355325,401.2019301,0.175001885,-0.336408305,475289171.8,416715.4407,192939.249,7884,461,0.031940611,0.502331594,0.054453763,215005950.8,-21.74778019,-11513.90853,557
CRESS_Set_2_17B_r2_14_1_32019.d,62049_1_TOP,2,r2,H2O,32019,FALSE,FALSE,827,89.36801147,1.94260478,76.93299866,88.81099701,89.43599701,90.06099701,94.43699646,828,2.79E-06,3.52E-05,409,0,5334,653,8.168453292,1119,795,1.40754717,0.086557592,3286,2222,54.55752947,36.89191433,426.1995362,-0.064986961,-0.493696872,16.01605332,0.505026055,1.381785783,394.0220117,0.17529686,-0.334318233,460560295.1,414081.2991,191719.6415,6011,407,0.032964277,0.778824439,0.054305445,215005950.8,-21.74778019,-11513.90853,339
CRESS_Set_2_17C_r1_38_1_31960.d,62049_1_TOP,2,r1,0.5M HCl,31960,FALSE,FALSE,829,92.61995697,2.210830927,80.68399811,91.93699646,93.18699646,93.81199646,98.81300354,830,-2.05E-05,3.60E-05,9,0,1409,543,2.594843462,91,304,0.299342105,0.088687272,1026,897,51.60965795,45.12072435,406.6171925,0.109709666,-0.401259779,14.2568192,0.577880816,1.182545241,394.0218611,0.274450073,-0.005588049,439687461.4,406159.9236,188052.0446,1986,188,0.046839193,0.696461763,0.078145495,215005950.8,-21.74778019,-11513.90853,71
CRESS_Set_2_17C_r2_38_1_32015.d,62049_1_TOP,2,r2,0.5M HCl,32015,FALSE,FALSE,829,92.14419556,1.982797861,78.80899811,91.93699646,92.56199646,93.18699646,98.18800354,830,-5.41E-06,3.82E-05,6,0,1121,463,2.421166307,61,238,0.256302521,0.09157743,849,760,52.53712871,47.02970297,405.0102419,0.242443137,-0.12212853,13.26549186,0.580599487,1.164327843,395.7795495,0.283553233,0.016224551,437391245.5,397780.3216,184172.2889,1611,148,0.046264245,0.741396067,0.068189451,215005950.8,-21.74778019,-11513.90853,49
CRESS_Set_2_18B_r1_15_1_31969.d,62049_1_TOP,3,r1,H2O,31969,FALSE,FALSE,829,89.52505493,2.846234083,76.30799866,89.43599701,90.06099701,91.31199646,95.68800354,830,1.09E-06,3.65E-05,496,0,6109,819,7.459096459,1388,1003,1.383848455,0.092702157,3773,2436,53.85383957,34.77019697,434.2034936,0.038197391,-0.28221491,15.89273579,0.503157539,1.381414142,399.6384627,0.178066986,-0.339053078,464327257.9,390957.9201,181013.517,6974,440,0.034172179,0.774532135,0.05800147,215005950.8,-21.74778019,-11513.90853,473
CRESS_Set_2_18B_r2_15_1_32017.d,62049_1_TOP,3,r2,H2O,32017,FALSE,FALSE,827,89.47385406,2.110794306,76.30799866,88.81099701,90.06099701,90.68599701,95.06300354,828,-1.35E-06,3.66E-05,350,0,4879,676,7.217455621,1019,780,1.306410256,0.092191149,3051,2073,54.36564505,36.93870278,428.1282751,-0.035513531,-0.398165635,15.8946734,0.502184853,1.382889055,395.9491772,0.177519572,-0.34660955,457476843.8,406459.706,188190.8439,5594,397,0.035654617,0.776801977,0.054131125,215005950.8,-21.74778019,-11513.90853,351
CRESS_Set_2_18C_r1_39_1_31952.d,62049_1_TOP,3,r1,0.5M HCl,31952,FALSE,FALSE,835,90.99942017,2.428859949,79.43399811,90.68599701,91.31199646,92.56199646,95.68800354,836,-5.88E-07,1.33E-05,7,0,1180,597,1.976549414,72,328,0.219512195,0.087786779,866,760,47.5041141,41.68952276,402.1428471,0.288876672,-0.087845138,13.29408112,0.575869943,1.180873015,396.2118496,0.275692529,-0.004233011,439493389.6,429823.4634,199008.2636,1819,153,0.041051204,0.602446538,0.06622114,215005950.8,-21.74778019,-11513.90853,62
CRESS_Set_2_18C_r2_39_1_31992.d,62049_1_TOP,3,r2,0.5M HCl,31992,FALSE,FALSE,829,91.34783173,1.612069488,78.18299866,90.68599701,91.31199646,91.93699646,97.56300354,830,3.68E-06,3.29E-05,4,0,771,501,1.538922156,40,259,0.154440154,0.090159645,590,530,45.34973098,40.73789393,395.0440743,0.274339613,-0.017283578,12.48084607,0.586882199,1.15823444,389.7745231,0.287829424,0.040581191,436922900.5,424748.2992,196658.4625,1301,97,0.049729897,0.750895699,0.073384565,215005950.8,-21.74778019,-11513.90853,34
CRESS_Set_2_19B_r1_16_1_31970.d,61049_51_BTM,1,r1,H2O,31970,FALSE,FALSE,829,90.64349365,3.302823067,74.43199921,90.06099701,91.31199646,92.56199646,96.31300354,830,3.32E-07,2.57E-05,158,0,2956,709,4.169252468,528,683,0.773060029,0.085256078,1654,1160,44.51022605,31.21636168,401.2365647,0.101577824,-0.238147885,14.84841648,0.468633884,1.527278245,361.8267185,0.109295239,-0.554828527,448389270.3,430221.7896,199192.6886,3708,191,0.044724082,0.758923318,0.072393285,215005950.8,-21.74778019,-11513.90853,126
CRESS_Set_2_19B_r2_16_1_31994.d,61049_51_BTM,1,r2,H2O,31994,FALSE,FALSE,830,89.5189209,2.514259338,74.43199921,88.81099701,90.06099701,90.68599701,95.68800354,831,3.65E-06,3.54E-05,192,0,3512,830,4.231325301,657,816,0.805147059,0.095216488,1961,1311,44.50748979,29.75487971,409.1870789,0.106889945,-0.219355335,15.48130499,0.469469993,1.517825466,366.0419371,0.11520409,-0.543825694,450264889.5,400383.702,185377.654,4391,217,0.046508814,0.777377461,0.073762939,215005950.8,-21.74778019,-11513.90853,205
CRESS_Set_2_19C_r1_40_1_31943.d,61049_51_BTM,1,r1,0.5M HCl,31943,FALSE,FALSE,830,89.73654175,2.116368771,77.55799866,89.43599701,90.06099701,90.68599701,98.18800354,831,-2.69E-06,5.48E-05,72,0,1846,571,3.232924694,201,313,0.642172524,0.087628154,1427,1149,57.98455912,46.68833807,419.0621646,0.087834285,0.019012894,14.64706983,0.581481458,1.113680411,401.5999339,0.309896645,0.070189465,441509120.7,396895.5184,183762.625,2451,255,0.036799984,0.395290758,0.063680307,215005950.8,-21.74778019,-11513.90853,117
CRESS_Set_2_19C_r2_40_1_32011.d,61049_51_BTM,1,r2,0.5M HCl,32011,FALSE,FALSE,831,91.00393677,2.441757917,77.55799866,90.68599701,91.31199646,91.93699646,98.18800354,832,-2.18E-06,2.96E-05,10,0,1107,420,2.635714286,78,209,0.373205742,0.089472826,890,794,57.30843529,51.12685126,403.0779273,0.110575774,-0.148717658,13.99000077,0.59049413,1.103161489,394.8686224,0.314675062,0.09223219,437191895.7,412868.7804,191158.2453,1550,177,0.043409731,0.726564634,0.067936066,215005950.8,-21.74778019,-11513.90853,59
CRESS_Set_2_20B_r1_17_1_31948.d,61049_51_BTM,2,r1,H2O,31948,FALSE,FALSE,831,89.83487701,3.31414628,77.55799866,89.43599701,90.68599701,91.93699646,95.06300354,832,2.62E-09,3.32E-05,141,0,2972,768,3.869791667,532,719,0.739916551,0.09221975,1701,1166,44.72784644,30.66000526,403.1247693,0.273330286,0.191167862,14.68010926,0.465473321,1.512517655,364.0843114,0.120704747,-0.544826886,447591711.4,403459.7828,186801.8794,3790,203,0.046045278,0.537622466,0.070427218,215005950.8,-21.74778019,-11513.90853,182
CRESS_Set_2_20B_r2_17_1_31993.d,61049_51_BTM,2,r2,H2O,31993,FALSE,FALSE,825,91.1782608,3.506108046,75.05799866,90.68599701,91.93699646,93.18699646,95.68800354,826,6.07E-06,3.21E-05,130,0,2661,709,3.753173484,449,649,0.69183359,0.088101793,1495,1069,43.64963504,31.21167883,397.0778795,0.186959367,-0.028268767,15.16701501,0.467132403,1.515695224,358.9385434,0.118129754,-0.546064931,446671726.3,417156.2509,193143.3442,3416,203,0.059298476,0.767097056,0.160988741,215005950.8,-21.74778019,-11513.90853,149
CRESS_Set_2_20C_r1_41_1_31972.d,61049_51_BTM,2,r1,0.5M HCl,31972,FALSE,FALSE,830,93.39417267,1.921488166,81.30899811,92.56199646,93.81199646,94.43699646,100.064003,831,5.89E-06,4.79E-05,106,0,2120,568,3.732394366,246,308,0.798701299,0.088032759,1644,1300,60.48565121,47.82928624,423.6897871,-0.126293877,-0.288251998,14.96825389,0.582011449,1.117771144,402.084897,0.305526984,0.06729081,443101841,414254.9901,191800.0604,2706,278,0.036564112,0.752607858,0.060140072,215005950.8,-21.74778019,-11513.90853,113
CRESS_Set_2_20C_r2_41_1_31999.d,61049_51_BTM,2,r2,0.5M HCl,31999,FALSE,FALSE,831,92.995224,2.00888443,80.05899811,92.56199646,93.18699646,93.81199646,97.56300354,832,-2.37E-06,4.90E-05,50,0,1570,487,3.223819302,138,239,0.577405858,0.087523972,1247,1050,60.12536162,50.6268081,413.2184313,-0.047665163,-0.224310605,15.04805003,0.585866719,1.113609657,395.6039032,0.308000289,0.074483797,438867067,407777.6966,188801.0735,2071,234,0.036296667,0.746075508,0.060832347,215005950.8,-21.74778019,-11513.90853,73
CRESS_Set_2_21B_r1_18_1_31974.d,61049_51_BTM,3,r1,H2O,31974,FALSE,FALSE,829,91.97603607,1.864707589,81.30899811,91.31199646,91.93699646,93.18699646,99.43900299,830,-4.96E-06,3.13E-05,162,0,3115,714,4.362745098,564,712,0.792134831,0.094458614,1802,1216,46.40741695,31.31599279,409.1494912,0.168671088,0.012333403,15.1667755,0.477041096,1.504837249,369.1086126,0.118702199,-0.512885414,448585079.2,408796.2502,189272.6638,3862,221,0.051170828,0.759927331,0.122071088,215005950.8,-21.74778019,-11513.90853,196
