,Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,O/C,H/C,Heteroatom Class,Ion Type,Adduct,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,N,P,S,13C,17O,18O,34S
5456,13236,439.049532920804,439.0488758853445,439.0489320717991,3272138.6098952945,56.286140261260364,603572.3050482819,16.89007421031767,-1,-0.12797310383259933,0.9970328047935124,0.0,0.5982196828761074,20.0,0.20833333333333334,0.5416666666666666,N2 P1 O5,de-protonated,,0.0,,C24 H13 O5 N2 P1,24.0,13.0,5.0,2.0,1.0,,,,,
5457,13237,439.05242909959037,439.0517720583983,439.0518141177691,408609148.06921595,280.83057067889604,495243.7574398313,2134.7916032925455,-1,-0.09579591621346867,0.3327447944683519,0.9496008123579284,0.5794872016241825,11.0,0.7222222222222222,0.8888888888888888,O13,de-protonated,,0.0,,C18 H16 O13,18.0,16.0,13.0,,,,,,,
5458,13240,439.06216412077333,439.0615070603119,439.06154790520907,2156842.790665949,134.37673165670034,514918.6612667451,11.198595905546663,-1,-0.09302772553421874,0.9984309467041955,0.0,0.5990585680225173,1.0,0.9090909090909091,2.272727272727273,N2 S2 P1 O10,de-protonated,,0.0,,C11 H25 O10 N2 P1 S2,11.0,25.0,10.0,2.0,1.0,2.0,,,,
5459,13241,439.06368420898013,439.0630271455098,439.06304750705914,6620798.657292453,122.74602445834311,491916.59499772545,34.583434345186554,-1,-0.046375001147438165,0.9996098451947433,0.0,0.599765907116846,11.0,0.7058823529411765,0.9411764705882353,N2 O12,de-protonated,,0.0,,C17 H16 O12 N2,17.0,16.0,12.0,2.0,,,,,,
5460,13242,439.0676825038384,439.0670254324539,439.06707025905905,89690187.81949079,240.6859672695603,496503.2359873953,461.47064444644025,-1,-0.10209511988633445,0.49903039657490844,0.9500953107494212,0.6794563622447136,15.0,0.45454545454545453,0.7272727272727273,O10,de-protonated,,0.0,,C22 H16 O10,22.0,16.0,10.0,,,,,,,
5461,13243,439.0711372103143,439.07048013209146,439.0704415623791,16334320.856719159,314.3419608555591,440095.0427020155,84.42666753250325,-1,0.08784401940204625,0.49930040898165196,0.8295321147073624,0.6313930912719361,10.0,0.5263157894736842,1.0526315789473684,S1 O10,de-protonated,,0.0,,C19 H20 O10 S1,19.0,20.0,10.0,,,1.0,,,,
5462,13244,439.0888055722979,439.08814845910166,439.0881996271191,506574119.58711284,139.69213069564947,501449.9409946694,2619.7339990819373,-1,-0.1165324357720959,0.499155520508467,0.9638382127798294,0.685028597417012,10.0,0.631578947368421,1.0526315789473684,O12,de-protonated,,0.0,,C19 H20 O12,19.0,20.0,12.0,,,,,,,
5463,13247,439.0985856235876,439.09792849103206,439.0979334145591,2886818.0981158954,110.4948000255119,413509.4945034443,15.138647522361762,-1,-0.011212822205212932,0.999977187191954,0.0,0.5999863123151724,0.0,0.75,2.4166666666666665,N2 S2 P1 O9,de-protonated,,0.0,,C12 H29 O9 N2 P1 S2,12.0,29.0,9.0,2.0,1.0,2.0,,,,
5464,13248,439.10005122852084,439.0993940930641,439.0994330164091,10702735.911915176,71.47287035574226,498939.88381560927,56.598736126575204,-1,-0.08864357827155377,0.4992876247442473,0.8370420509349353,0.6343893952205225,10.0,0.6111111111111112,1.1111111111111112,N2 O11,de-protonated,,0.0,,C18 H20 O11 N2,18.0,20.0,11.0,2.0,,,,,,
5465,13249,439.1040524151499,439.1033952717729,439.1034557684091,61653585.67136857,162.761931062678,495915.98840319447,317.9432026617105,-1,-0.1377730814915096,0.9978293518529587,0.9813563774019836,0.9912401620725686,14.0,0.391304347826087,0.8695652173913043,O9,de-protonated,,0.0,,C23 H20 O9,23.0,20.0,9.0,,,,,,,
5466,13251,439.11379690795917,439.1131397452929,439.1131800652991,13627423.59664956,180.11591678684678,448052.62904959865,70.75237074473318,-1,-0.09182144378418985,0.4992277150392282,0.9753538643429727,0.6896781747607259,10.0,0.55,1.1,O10 18O1,de-protonated,,1.0,13124.0,C20 H22 O10 18O1,20.0,22.0,10.0,,,,,,1.0,
5467,13251,439.11379690795917,439.1131397452929,439.1131895558491,13627423.59664956,180.11591678684678,448052.62904959865,70.75237074473318,-1,-0.1134344341003457,0.4988339779573141,0.8524773804394659,0.6402913389501748,4.0,0.375,1.8125,N2 S2 P1 O6,de-protonated,,0.0,,C16 H29 O6 N2 P1 S2,16.0,29.0,6.0,2.0,1.0,2.0,,,,
5468,13252,439.1251836673318,439.1245264821252,439.1245851364691,675275417.6734266,185.20585492348766,503493.9159621896,3471.9650568195693,-1,-0.1335710772611189,0.6647639693571982,0.9721787916059578,0.787729898256702,9.0,0.55,1.2,O11,de-protonated,,0.0,,C20 H24 O11,20.0,24.0,11.0,,,,,,,
5469,13253,439.136469645589,439.13581243804117,439.1358185257591,6588019.061559952,181.14225787934294,491045.07048927114,34.13306748256932,-1,-0.013862950025583975,0.9999651295484348,0.0,0.5999790777290608,9.0,0.5263157894736842,1.263157894736842,N2 O10,de-protonated,,0.0,,C19 H24 O10 N2,19.0,24.0,10.0,2.0,,,,,,
5470,13254,439.14043823034115,439.1397810149373,439.1398412777591,43850872.716688074,171.5643272803032,489619.1249509748,228.56513336476047,-1,-0.137229228948068,0.9969068913691201,0.9962741654410229,0.9966538009978813,13.0,0.3333333333333333,1.0,O8,de-protonated,,0.0,,C24 H24 O8,24.0,24.0,8.0,,,,,,,
5471,13256,439.15015711655406,439.1494998819108,439.1495655746491,13416843.694814954,165.39169701559172,484613.7368417075,69.47238071413685,-1,-0.1495908079002805,0.8315215265419963,0.9912195728217725,0.8954007450539068,9.0,0.47619047619047616,1.2380952380952381,O9 18O1,de-protonated,,1.0,13133.0,C21 H26 O9 18O1,21.0,26.0,9.0,,,,,,1.0,
5472,13256,439.15015711655406,439.1494998819108,439.1495750651991,13416843.694814954,165.39169701559172,484613.7368417075,69.47238071413685,-1,-0.17120200623491352,0.9965119346586211,0.9844931869198698,0.9917044355631205,3.0,0.29411764705882354,1.9411764705882353,N2 S2 P1 O5,de-protonated,,0.0,,C17 H33 O5 N2 P1 S2,17.0,33.0,5.0,2.0,1.0,2.0,,,,
5473,13257,439.1526557585788,439.1519985189893,439.15203025149907,15472257.864893477,286.4425394096475,394920.61827076226,81.35574494880912,-1,-0.0722585975033257,0.8320390547509927,0.9912195728217725,0.8957112619793046,9.0,0.47619047619047616,1.2380952380952381,13C2 O10,de-protonated,,1.0,13133.0,C19 H26 O10 13C2,19.0,26.0,10.0,,,,2.0,,,
5474,13257,439.1526557585788,439.1519985189893,439.15194404691914,15472257.864893477,286.4425394096475,394920.61827076226,81.35574494880912,-1,0.12403923259631693,0.49860608625506797,0.7939170211058517,0.6167304601953815,12.0,0.08333333333333333,1.1666666666666667,N2 S2 O2,de-protonated,,0.0,,C24 H28 O2 N2 S2,24.0,28.0,2.0,2.0,,2.0,,,,
5475,13258,439.16158060863813,439.16092335138086,439.1609706458191,431641126.8706496,210.1612773469001,498646.70561670524,2227.330141800844,-1,-0.1076927172025544,0.8314063838290099,0.9932756786299929,0.896154101749403,8.0,0.47619047619047616,1.3333333333333333,O10,de-protonated,,0.0,,C21 H28 O10,21.0,28.0,10.0,,,,,,,
5476,13259,439.17684674089224,439.17618945341354,439.1762267871091,24443650.795080934,167.89473588309284,489554.1302092775,129.1051672836071,-1,-0.08500846193827581,0.9967438998378872,0.978931200074308,0.9896188199324556,12.0,0.28,1.12,O7,de-protonated,,0.0,,C25 H28 O7,25.0,28.0,7.0,,,,,,,
5477,13261,439.1865586064852,439.1859012997803,439.18595108399904,5108939.952344311,92.99869462018239,504352.0176944041,26.28456894105261,-1,-0.11335567225817925,0.998740570090307,0.99705228448078,0.9980652558464962,8.0,0.4090909090909091,1.3636363636363635,O8 18O1,de-protonated,,1.0,13141.0,C22 H30 O8 18O1,22.0,30.0,8.0,,,,,,1.0,
5478,13261,439.1865586064852,439.1859012997803,439.18596057454903,5108939.952344311,92.99869462018239,504352.0176944041,26.28456894105261,-1,-0.13496508093959414,0.9967002643290748,0.0,0.5980201585974448,2.0,0.2222222222222222,2.0555555555555554,N2 S2 P1 O4,de-protonated,,0.0,,C18 H37 O4 N2 P1 S2,18.0,37.0,4.0,2.0,1.0,2.0,,,,
5479,13262,439.1890685912282,439.1884112795543,439.1884157608491,6889504.869342275,305.93521802711774,425366.7802121232,35.86605810012569,-1,-0.010203581534016043,0.9993180499717783,0.99705228448078,0.998411743775379,8.0,0.4090909090909091,1.3636363636363635,13C2 O9,de-protonated,,1.0,13141.0,C20 H30 O9 13C2,20.0,30.0,9.0,,,,2.0,,,
5480,13262,439.1890685912282,439.1884112795543,439.1883295562691,6889504.869342275,305.93521802711774,425366.7802121232,35.86605810012569,-1,0.18607799828541935,0.49686851500806267,0.7871578612348821,0.6129842534987904,11.0,0.04,1.28,N2 S2 O1,de-protonated,,0.0,,C25 H32 O1 N2 S2,25.0,32.0,1.0,2.0,,2.0,,,,
5481,13263,439.197984059005,439.19732672968127,439.1973561551691,96917540.02960809,295.0802295385621,487873.31714259746,508.1613095954363,-1,-0.0669983263732008,0.7484056961088253,0.9789457367515327,0.8406217123659083,7.0,0.4090909090909091,1.4545454545454546,O9,de-protonated,,0.0,,C22 H32 O9,22.0,32.0,9.0,,,,,,,
5482,13264,439.2132552700919,439.2125979105354,439.2126122964591,7261804.904213208,174.15242195200273,475176.79782938753,37.59904871768207,-1,-0.03275389478500813,0.9990222113213899,0.9727174560001276,0.988500309192885,11.0,0.23076923076923078,1.2307692307692308,O6,de-protonated,,0.0,,C26 H32 O6,26.0,32.0,6.0,,,,,,,
5483,13265,439.2343926793379,439.2337352779344,439.2337416645191,11166124.293629011,195.1346767501779,483707.7362478873,58.74785519029253,-1,-0.01454028705234888,0.9996399186591304,0.9732040847078272,0.9890655850786091,6.0,0.34782608695652173,1.565217391304348,O8,de-protonated,,0.0,,C23 H36 O8,23.0,36.0,8.0,,,,,,,
5484,13266,439.2860382168053,439.2853807131517,439.28538331515904,4035678.393936668,80.0181117673469,481543.26701624616,20.740579199477885,-1,-0.00592327317650917,0.9999936338631432,0.0,0.5999961803178859,9.0,0.14285714285714285,1.4285714285714286,O4,de-protonated,,0.0,,C28 H40 O4,28.0,40.0,4.0,,,,,,,
5485,13267,439.32239364970997,439.3217360740748,439.3217688245091,4701722.493290498,112.93176157833022,506443.1245821349,24.31981058133064,-1,-0.07454771561611796,0.9989921322234863,0.0,0.5993952793340918,8.0,0.10344827586206896,1.5172413793103448,O3,de-protonated,,0.0,,C29 H44 O3,29.0,44.0,3.0,,,,,,,
5486,13279,439.9982662186708,439.9976073043055,439.9976540754291,4019055.1982786604,217.12122411886926,494968.7216681007,20.669468642222533,-1,-0.10629857494408596,0.997951841411533,0.9740165780331268,0.9883777360601704,17.0,0.6,0.4,13C1 O12,de-protonated,,1.0,13226.0,C19 H8 O12 13C1,19.0,8.0,12.0,,,,1.0,,,
5487,13282,440.01937869741573,440.01871974121553,440.01878344348916,13119625.650803838,110.37676648226478,498317.4773058807,68.34514669542236,-1,-0.14477171434110675,0.6641361776071251,0.9762749248463894,0.7889916765028309,12.0,0.8235294117647058,0.7058823529411765,13C1 O14,de-protonated,,1.0,13230.0,C16 H12 O14 13C1,16.0,12.0,14.0,,,,1.0,,,
5488,13284,440.02653643148835,440.02587746110464,440.0259337219091,14117302.735769356,231.8352965037354,481836.69917034806,73.86543291791196,-1,-0.12785792869118398,0.4985190676987198,0.8221557383861047,0.6279737359736737,16.0,0.55,0.55,N1 O11,de-protonated,,0.0,,C20 H11 O11 N1,20.0,11.0,11.0,1.0,,,,,,
5489,13285,440.02991626439336,440.0292572873123,440.02930502522906,5157874.969603203,51.95593325968466,492790.5624845694,27.04308155177637,-1,-0.10848803980549357,0.9978666903481369,0.0,0.5987200142088821,11.0,0.6470588235294118,0.8823529411764706,N1 S1 O11,de-protonated,,0.0,,C17 H15 O11 N1 S1,17.0,15.0,11.0,1.0,,1.0,,,,
5490,13287,440.0346413548295,440.0339823683853,440.0340395847791,17758780.493532587,84.66064078131704,485069.54810620076,93.20223704268233,-1,-0.13002719944408206,0.4984684673372367,0.9562508810152133,0.6815814328084273,16.0,0.5238095238095238,0.5714285714285714,13C1 O11,de-protonated,,1.0,13234.0,C20 H12 O11 13C1,20.0,12.0,11.0,,,,1.0,,,
5491,13291,440.0476714124929,440.0470124002283,440.0470630899691,15753481.874447796,253.1259017035588,487754.1446734169,81.05550037373096,-1,-0.11519163519568006,0.49879761650324944,0.8446892076502734,0.6371542529620591,11.0,0.7647058823529411,0.8823529411764706,N1 O13,de-protonated,,0.0,,C17 H15 O13 N1,17.0,15.0,13.0,1.0,,,,,,
5492,13293,440.0557833166993,440.05512428836,440.05516895283904,71682567.54997118,203.60474856989507,490664.63658292254,369.8170373173189,-1,-0.10149745350086518,0.33271083666723095,0.9496008123579284,0.5794668269435099,11.0,0.7222222222222222,0.8888888888888888,13C1 O13,de-protonated,,1.0,13237.0,C17 H16 O13 13C1,17.0,16.0,13.0,,,,1.0,,,
5493,13295,440.0601056487283,440.0594466118237,440.05943718528914,3127422.9149437402,59.328232624951156,463886.73553689127,16.08810514793786,-1,0.021421048564337207,0.9999167436819969,0.0,0.5999500462091981,24.0,0.07407407407407407,0.4444444444444444,N3 P1 O2,de-protonated,,0.0,,C27 H12 O2 N3 P1,27.0,12.0,2.0,3.0,1.0,,,,,
5494,13296,440.06291604453367,440.0622570020598,440.0623192312591,23013901.01882885,227.52176310086597,493419.7490796299,118.48599073347442,-1,-0.14140996980015536,0.4981890926345653,0.8149093904448103,0.6248772117586633,15.0,0.47619047619047616,0.7142857142857143,N1 O10,de-protonated,,0.0,,C21 H15 O10 N1,21.0,15.0,10.0,1.0,,,,,,
5495,13297,440.0663345936729,440.06567554442466,440.06569053457906,3189239.983901073,162.63819341793595,438664.3576364324,16.409419517758344,-1,-0.0340634471629798,0.9997894839063203,0.0,0.5998736903437921,10.0,0.5555555555555556,1.0555555555555556,N1 S1 O10,de-protonated,,0.0,,C18 H19 O10 N1 S1,18.0,19.0,10.0,1.0,,1.0,,,,
5496,13299,440.07103805636484,440.0703789977959,440.07042509412906,18657331.971157663,195.88909984741252,490813.38131069584,96.06772912763877,-1,-0.10474762796184094,0.49900555678916564,0.9500953107494212,0.679441458373268,15.0,0.45454545454545453,0.7272727272727273,13C1 O10,de-protonated,,1.0,13242.0,C21 H16 O10 13C1,21.0,16.0,10.0,,,,1.0,,,
5497,13301,440.08070443890654,440.080045361182,440.0801493910191,1733993.7883601729,195.67915505623526,451127.8298422433,8.950712178974678,-1,-0.23638838806103474,0.4963661094288156,0.9598252531539649,0.6817497669188753,11.0,0.631578947368421,0.9473684210526315,13C1 O11 18O1,de-protonated,,1.0,13114.0,C18 H18 O11 13C1 18O1,18.0,18.0,11.0,,,,1.0,,1.0,
5498,13302,440.08405994768594,440.0834008633118,440.08344859931907,30306993.468590178,185.45222988328197,478775.631033083,160.72039429446838,-1,-0.10847035358172799,0.4989336925566843,0.8370420509349353,0.6341770359079847,10.0,0.6666666666666666,1.0555555555555556,N1 O12,de-protonated,,0.0,,C18 H19 O12 N1,18.0,19.0,12.0,1.0,,,,,,
5499,13304,440.09216078792656,440.0915016874989,440.0915544621891,91899328.21098672,243.07729527208724,487626.8208009545,476.76731542936943,-1,-0.11991752543348944,0.499131376445967,0.9638382127798294,0.685014110979512,10.0,0.631578947368421,1.0526315789473684,13C1 O12,de-protonated,,1.0,13244.0,C18 H20 O12 13C1,18.0,20.0,12.0,,,,1.0,,,
5500,13305,440.09658411281316,440.09592500361975,440.0958226946391,2154857.9858762007,66.74910853138857,542614.2437263497,11.123534761777123,-1,0.23246978361617554,0.9902420346900617,0.0,0.594145220814037,23.0,0.03571428571428571,0.5714285714285714,N3 P1 O1,de-protonated,,0.0,,C28 H16 O1 N3 P1,28.0,16.0,1.0,3.0,1.0,,,,,
5501,13306,440.09930150713694,440.09864239255836,440.0987047406091,10873809.411724836,149.64243467125678,503284.14288282814,57.79971442688783,-1,-0.14166833499238585,0.49818248135151144,0.8077896627745583,0.6220253539207302,14.0,0.4090909090909091,0.8636363636363636,N1 O9,de-protonated,,0.0,,C22 H19 O9 N1,22.0,19.0,9.0,1.0,,,,,,
5502,13307,440.10741883081727,440.1067597001523,440.1068106034791,13620880.217117595,161.66357450324216,492548.20291201695,70.71023115524854,-1,-0.1156613022357364,0.9981672974870203,0.9813563774019836,0.9914429294530056,14.0,0.391304347826087,0.8695652173913043,13C1 O9,de-protonated,,1.0,13249.0,C22 H20 O9 13C1,22.0,20.0,9.0,,,,1.0,,,
5503,13311,440.12043582087205,440.11977666441044,440.11983410866907,23479618.781305347,68.2094327623071,492401.46404660825,121.03543589729595,-1,-0.13051958620813695,0.4984568641165145,0.8295321147073625,0.6308869643528537,9.0,0.5789473684210527,1.2105263157894737,N1 O11,de-protonated,,0.0,,C19 H23 O11 N1,19.0,23.0,11.0,1.0,,,,,,
5504,13313,440.12853633132784,440.12787715881274,440.1279399715391,135483012.56250298,307.34492814515113,485626.3028274059,713.3389707962141,-1,-0.14271469872917908,0.6646878361926176,0.9721787916059578,0.7876842183579537,9.0,0.55,1.2,13C1 O11,de-protonated,,1.0,13252.0,C19 H24 O11 13C1,19.0,24.0,11.0,,,,1.0,,,
5505,13315,440.1356609665599,440.1350017799252,440.1350902499591,5191471.650936146,243.06082083800916,458761.06706446473,26.92193023200799,-1,-0.20100654520731762,0.9926956217857904,0.0,0.5956173730714742,13.0,0.34782608695652173,1.0,N1 O8,de-protonated,,0.0,,C23 H23 O8 N1,23.0,23.0,8.0,1.0,,,,,,
5506,13316,440.1438008461781,440.1431416434116,440.14319611282906,11124699.878566647,217.9239520655404,495795.2531799458,58.30538950070367,-1,-0.12375385546982981,0.9972249678708693,0.9962741654410229,0.9968446468989307,13.0,0.3333333333333333,1.0,13C1 O8,de-protonated,,1.0,13254.0,C23 H24 O8 13C1,23.0,24.0,8.0,,,,1.0,,,
5507,13318,440.14707028986464,440.1464110806186,440.1463236392491,1667534.7122622195,146.5643146417658,429358.05338678363,8.58199077098396,-1,0.19866431863922457,0.9928642530948788,0.0,0.5957185518569272,13.0,0.3181818181818182,1.0454545454545454,N3 O7,de-protonated,,0.0,,C22 H23 O7 N3,22.0,23.0,7.0,3.0,,,,,,
5508,13319,440.1535468533713,440.1528876312898,440.1529204097191,2763967.406185792,259.0119585478623,412193.2803199123,14.206309105013805,-1,-0.07447054832333237,0.8320292492407887,0.9912195728217725,0.8957053786731822,9.0,0.47619047619047616,1.2380952380952381,13C1 O9 18O1,de-protonated,,1.0,13133.0,C20 H26 O9 13C1 18O1,20.0,26.0,9.0,,,,1.0,,1.0,
5509,13319,440.1535468533713,440.1528876312898,440.15292990026916,2763967.406185792,259.0119585478623,412193.2803199123,14.206309105013805,-1,-0.09603248439230326,0.9983280363106388,0.9844931869198698,0.9927940965543312,3.0,0.29411764705882354,1.9411764705882353,13C1 N2 S2 P1 O5,de-protonated,,1.0,13256.0,C16 H33 O5 N2 P1 S2 13C1,16.0,33.0,5.0,2.0,1.0,2.0,1.0,,,
5510,13320,440.1568071439768,440.15614791543373,440.15621961801907,9947075.179526767,253.202805850086,462001.6580619553,51.436636414705156,-1,-0.16290258352531922,0.4975982123923538,0.8221557383861046,0.6274212227898541,8.0,0.5,1.35,N1 O10,de-protonated,,0.0,,C20 H27 O10 N1,20.0,27.0,10.0,1.0,,,,,,
5511,13321,440.16492804385246,440.1642687992149,440.1643254808891,96091634.96418658,212.90543607492836,494248.6011322131,494.2552450655007,-1,-0.12877389403930434,0.8312560153066958,0.9932756786299929,0.8960638806360146,8.0,0.47619047619047616,1.3333333333333333,13C1 O10,de-protonated,,1.0,13258.0,C20 H28 O10 13C1,20.0,28.0,10.0,,,,1.0,,,
5512,13323,440.1720299075504,440.17137064883775,440.1714757593091,2226122.8751436933,289.4045184038438,473328.3729233054,11.454067166797374,-1,-0.23879437248177504,0.989706639503436,0.0,0.5938239837020616,12.0,0.2916666666666667,1.125,N1 O7,de-protonated,,0.0,,C24 H27 O7 N1,24.0,27.0,7.0,1.0,,,,,,
5513,13324,440.1801662698182,440.17950699498,440.1795816221791,7463410.706761322,145.56752751005158,484311.2360957819,38.48661382120258,-1,-0.1695380754624673,0.9947981681831103,0.978931200074308,0.9884513809395894,12.0,0.28,1.12,13C1 O7,de-protonated,,1.0,13259.0,C24 H28 O7 13C1,24.0,28.0,7.0,,,,1.0,,,
5514,13325,440.1932174813248,440.19255818062004,440.19260512736906,2180601.8196901768,151.4326595142407,466964.88199114724,11.400075817770162,-1,-0.10665047180837363,0.9979382722954829,0.0,0.5987629633772897,7.0,0.42857142857142855,1.4761904761904763,N1 O9,de-protonated,,0.0,,C21 H31 O9 N1,21.0,31.0,9.0,1.0,,,,,,
5515,13326,440.2013188665085,440.2006595497472,440.20071099023914,23557698.475116596,156.16690332728365,481619.0627989304,123.61648575323098,-1,-0.11685690342703497,0.7479905558524431,0.9789457367515327,0.8403726282120789,7.0,0.4090909090909091,1.4545454545454546,13C1 O9,de-protonated,,1.0,13263.0,C21 H32 O9 13C1,21.0,32.0,9.0,,,,1.0,,,
5516,13327,440.21666986494085,440.2160105177542,440.2159671315291,2379078.011210046,104.6915206637389,467382.98663633154,12.306076991690212,-1,0.09855668207218705,0.9982390650459406,0.9727174560001276,0.9880304214276154,11.0,0.23076923076923078,1.2307692307692308,13C1 O6,de-protonated,,1.0,13264.0,C25 H32 O6 13C1,25.0,32.0,6.0,,,,1.0,,,
5517,13328,440.23772889790143,440.2370695089754,440.2370964995891,2326227.412939758,91.67176266962731,500835.06995228207,12.042704557411128,-1,-0.06130926693116003,0.9993181984541992,0.9732040847078272,0.9888725529556504,6.0,0.34782608695652173,1.565217391304348,13C1 O8,de-protonated,,1.0,13265.0,C22 H36 O8 13C1,22.0,36.0,8.0,,,,1.0,,,
5518,13341,440.9476485634024,440.9469877668179,440.9469120735591,3692224.4428110817,200.47701021454782,503488.6997944462,19.170879491174542,-1,0.1716607073949168,0.9946674480635869,0.0,0.5968004688381521,8.0,1.0,1.0,N2 S2 P1 O11,de-protonated,,0.0,,C11 H11 O11 N2 P1 S2,11.0,11.0,11.0,2.0,1.0,2.0,,,,
5519,13342,440.97421422898674,440.9735533797047,440.9735637954691,2369008.23722923,134.4040690332035,412261.60595888074,12.183608809750437,-1,-0.02361992928454153,0.9998987747093043,0.0,0.5999392648255826,17.0,0.6842105263157895,0.3157894736842105,O13,de-protonated,,0.0,,C19 H6 O13,19.0,6.0,13.0,,,,,,,
5520,13343,440.9776509576956,440.9769901015961,440.97693509878906,2998686.7786678947,173.06652498245367,446300.61899901566,15.449426994811082,-1,0.12472944192469718,0.9971811046636236,0.0,0.5983086627981742,12.0,0.8125,0.625,S1 O13,de-protonated,,0.0,,C16 H10 O13 S1,16.0,10.0,13.0,,,1.0,,,,
5521,13345,440.99540906622633,440.9947481748996,440.99469316352906,2896780.9917829866,88.89644535750878,428488.20154297666,15.030664824307339,-1,0.12474383793555296,0.9971804548423431,0.0,0.5983082729054058,12.0,0.9375,0.625,O15,de-protonated,,0.0,,C16 H10 O15,16.0,10.0,15.0,,,,,,,
5522,13348,441.00825609823477,441.0075951814226,441.00758032309903,1777849.2405378593,118.08271271900438,513821.8090927823,9.210134026739576,-1,0.033691764499288256,0.9997940524564648,0.0,0.5998764314738788,7.0,1.1538461538461537,1.1538461538461537,P1 O15,de-protonated,,0.0,,C13 H15 O15 P1,13.0,15.0,15.0,,1.0,,,,,
5523,13349,441.01059382523346,441.00993290378375,441.0099493048191,67140773.00561424,129.15338656786744,484205.1633933231,350.60138451231694,-1,-0.037189717294552525,0.6665825612793274,0.9614024409782791,0.7845105131589081,16.0,0.6,0.5,O12,de-protonated,,0.0,,C20 H10 O12,20.0,10.0,12.0,,,,,,,
5524,13350,441.01396081486723,441.01329988673814,441.0133206081391,14903269.9110421,79.41481160116757,494579.7898775442,77.45783292147867,-1,-0.04698588456104956,0.4997997503962153,0.8446892076502734,0.6377555332978386,11.0,0.7058823529411765,0.8235294117647058,S1 O12,de-protonated,,0.0,,C17 H14 O12 S1,17.0,14.0,12.0,,,1.0,,,,
5525,13353,441.0258559771577,441.0251950254309,441.02520544610906,1812084.5560987277,83.22137752632867,348747.99447119585,9.507086446389243,-1,-0.02362830522387138,0.9998987029085583,0.0,0.5999392217451349,20.0,0.375,0.4166666666666667,O9,de-protonated,,0.0,,C24 H10 O9,24.0,10.0,9.0,,,,,,,
5526,13354,441.0317037562395,441.03104279291176,441.0310786728791,126461000.73625205,186.29138825520855,481293.99854413106,670.3565895218676,-1,-0.08135473686863556,0.4996976453053657,0.9636324832208558,0.6852715804715618,11.0,0.8235294117647058,0.8235294117647058,O14,de-protonated,,0.0,,C17 H14 O14,17.0,14.0,14.0,,,,,,,
5527,13355,441.0348095680694,441.03414859858026,441.03406985367906,1839989.7848964501,54.44273356006426,585684.6563535562,9.468239012333079,-1,0.17854607293360344,0.9942323488675517,0.0,0.5965394093205311,11.0,0.6875,0.9375,N2 P1 O11,de-protonated,,0.0,,C16 H15 O11 N2 P1,16.0,15.0,11.0,2.0,1.0,,,,,
5528,13358,441.0469504309264,441.0462894373516,441.0463348141691,158707789.88552332,172.79791984915283,491559.5723694705,821.0477615189884,-1,-0.10288446788042617,0.9993052357446729,0.9902061893231219,0.9956656171760525,15.0,0.5238095238095238,0.6666666666666666,O11,de-protonated,,0.0,,C21 H14 O11,21.0,14.0,11.0,,,,,,,
5529,13359,441.05035885842096,441.04969785808424,441.0497061174891,16454757.298956713,163.95142519215432,507921.10835939436,84.65843527466883,-1,-0.018726698488559103,0.4999681849616262,0.8370420509349353,0.6347977313509499,10.0,0.6111111111111112,1.0,S1 O11,de-protonated,,0.0,,C18 H18 O11 S1,18.0,18.0,11.0,,,1.0,,,,
5530,13360,441.06807127270065,441.0674102372244,441.0674641822291,363775097.9475187,284.5947265013246,497026.51573287626,1875.2117320670798,-1,-0.12230556340986176,0.3328203243286999,0.9561680123057981,0.5821593995195391,10.0,0.7222222222222222,1.0,O13,de-protonated,,0.0,,C18 H18 O13,18.0,18.0,13.0,,,,,,,
5531,13361,441.07121268550435,441.07055164379585,441.07045536302905,1964057.8549042118,38.103551002647244,600904.1090845916,10.345269218482429,-1,0.21828885981088395,0.991391234791414,0.0,0.5948347408748483,10.0,0.5882352941176471,1.1176470588235294,N2 P1 O10,de-protonated,,0.0,,C17 H19 O10 N2 P1,17.0,19.0,10.0,2.0,1.0,,,,,
5532,13363,441.0777664213391,441.07710536662853,441.07719796966904,3620033.4039920303,123.50144004690166,515376.16909138585,18.62833227655963,-1,-0.20994746711054846,0.9920340138626509,0.0,0.5952204083175905,0.0,0.9090909090909091,2.4545454545454546,N2 S2 P1 O10,de-protonated,,0.0,,C11 H27 O10 N2 P1 S2,11.0,27.0,10.0,2.0,1.0,2.0,,,,
5533,13364,441.07932743088156,441.078666373074,441.0786975715191,4240551.934345723,107.07022308289885,513969.4750655403,22.115383306414703,-1,-0.07073215120212761,0.9990926173908085,0.0,0.599455570434485,10.0,0.7058823529411765,1.0588235294117647,N2 O12,de-protonated,,0.0,,C17 H18 O12 N2,17.0,18.0,12.0,2.0,,,,,,
5534,13365,441.08332958938627,441.08266852363863,441.0827203235191,128584060.05639556,160.88349356977227,493329.4996949939,662.6871842356607,-1,-0.11743801800843567,0.9982200797422279,0.9811116591930414,0.9913767115225534,14.0,0.45454545454545453,0.8181818181818182,O10,de-protonated,,0.0,,C22 H18 O10,22.0,18.0,10.0,,,,,,,
